pcoord_0	pcoord_1	1_75_39_c2	M1E175_M1T148	M1E175_M2W184	M1M2_COM	M1M2_L46	M1_E175_chi1	M1_E175_chi2	M1_E175_chi3	M1_E175_phi	M1_E175_psi	M2E175_M1W184	M2E175_M2T148	M2_E175_chi1	M2_E175_chi2	M2_E175_chi3	M2_E175_phi	M2_E175_psi	angle_3pt	com_dist	inter_nc	inter_nnc	intra_nc	intra_nnc	m1_sasa_mdt	m2_sasa_mdt	min_dist	rms_184_185	rms_bb_nmr	rms_bb_xtal	rms_dimer_int_nmr	rms_dimer_int_xtal	rms_h9m1_nmr	rms_h9m1_xtal	rms_h9m2_nmr	rms_h9m2_xtal	rms_heavy_nmr	rms_heavy_xtal	rms_key_int_nmr	rms_key_int_xtal	rms_m1_nmr	rms_m1_xtal	rms_m2_nmr	rms_m2_xtal	rog	rog_cut	secondary_struct	total_sasa	total_sasa_mdt	label
1.3464012145996094	1.638899803161621	16.63280487060547	0.051799774169921875	5.281497955322266	1.4287986755371094	0.2569999694824219	4.158699035644531	34.5735969543457	314.37841796875	4.046806335449219	39.187408447265625	1.1175003051757812	0.2544999122619629	5.8123016357421875	22.991104125976562	37.43030548095703	24.157302856445312	31.512481689453125	4.2489013671875	1.3464012145996094	0.0	18.0	17.0	18.0	106.751953125	2.111328125	1.638899803161621	3.2839999198913574	0.24380016326904297	0.060699462890625	0.5910005569458008	0.5265998840332031	1.8204002380371094	1.3690986633300781	1.4666004180908203	1.5737991333007812	0.2678995132446289	0.09819984436035156	1.4862995147705078	1.5949993133544922	1.7856979370117188	1.336700439453125	0.18669891357421875	0.22159957885742188	0.5977993011474609	0.6021003723144531	3.0	53.3251953125	100.3544921875	0.0
0.5772018432617188	0.1789999008178711	3.9104995727539062	0.4043998718261719	2.831298828125	0.5797004699707031	0.9177017211914062	10.443901062011719	27.33709716796875	11.158203125	5.386199951171875	0.06298828125	0.001499176025390625	0.016499996185302734	1.968597412109375	7.34130859375	4.1757965087890625	25.805503845214844	338.2356872558594	0.4431915283203125	0.5771980285644531	0.0	5.0	34.0	6.0	95.1962890625	29.37841796875	0.1789999008178711	2.6366000175476074	0.13809967041015625	0.2691993713378906	0.4078998565673828	0.4865999221801758	2.5044002532958984	2.146099090576172	0.8144016265869141	1.0926017761230469	0.21019935607910156	0.3122997283935547	0.9468002319335938	0.8884992599487305	4.057201385498047	3.7602005004882812	0.44120025634765625	0.24559783935546875	0.10859870910644531	0.20149993896484375	3.0	35.1884765625	95.4169921875	0.0
1.0956001281738281	0.26779985427856445	3.074901580810547	0.03509998321533203	1.6151008605957031	1.1479988098144531	1.8205032348632812	12.472099304199219	24.682998657226562	2.1855926513671875	11.779891967773438	4.4932861328125	0.11040115356445312	0.3380002975463867	12.02099609375	6.1531982421875	5.968902587890625	41.85760498046875	2.718475341796875	2.3347015380859375	1.0956001281738281	0.0	5.0	25.0	44.0	186.27783203125	193.56103515625	0.26779985427856445	1.5414999723434448	0.44769954681396484	0.6581993103027344	0.6222000122070312	0.6602001190185547	0.7297992706298828	0.99749755859375	1.830301284790039	1.9107017517089844	0.4457998275756836	0.6350002288818359	0.7589998245239258	0.6624994277954102	1.0203971862792969	1.3649978637695312	1.6480979919433594	1.9876022338867188	0.4378986358642578	0.5091991424560547	3.0	393.328125	408.216796875	0.0
1.1396026611328125	0.3429999351501465	11.703903198242188	0.028500080108642578	4.736297607421875	1.2334976196289062	2.9932022094726562	21.348304748535156	44.213897705078125	309.8533935546875	1.58270263671875	7.7598876953125	1.969400405883789	0.28080034255981445	6.3445892333984375	11.064102172851562	14.864204406738281	11.199104309082031	4.721099853515625	0.43609619140625	1.1395988464355469	0.0	5.0	14.0	22.0	119.93798828125	11.90087890625	0.3429999351501465	2.6708998680114746	0.5179996490478516	0.6954994201660156	1.3421001434326172	1.4183998107910156	3.7166004180908203	3.301300048828125	2.186800003051758	2.511699676513672	0.6111993789672852	0.7992000579833984	1.6592998504638672	1.5861997604370117	5.196498870849609	4.578800201416016	0.3896980285644531	0.8322029113769531	0.44409942626953125	0.4660987854003906	3.0	101.3427734375	142.1767578125	0.0
1.4594993591308594	0.07349991798400879	5.3022003173828125	0.061699867248535156	2.694000244140625	1.5615997314453125	1.5454025268554688	13.719802856445312	44.25599670410156	315.34521484375	9.236595153808594	10.064788818359375	0.7602996826171875	0.13740015029907227	2.6761016845703125	4.808807373046875	12.220298767089844	37.38159942626953	26.593292236328125	0.41729736328125	1.4594993591308594	0.0	3.0	14.0	38.0	9.4814453125	47.6083984375	0.07349991798400879	3.489500045776367	0.6156997680664062	0.8243999481201172	0.6946001052856445	0.739100456237793	0.6277008056640625	0.8783988952636719	2.788400650024414	2.7313995361328125	0.6503992080688477	0.8507003784179688	1.050999641418457	0.9207992553710938	0.42659759521484375	0.7747001647949219	2.625598907470703	2.923503875732422	0.6041984558105469	0.6501998901367188	3.0	111.5	85.7451171875	0.0
1.40570068359375	0.024899959564208984	7.577301025390625	0.6620998382568359	4.382900238037109	1.3821983337402344	1.8045005798339844	16.561805725097656	29.480796813964844	92.09510803222656	7.2751007080078125	16.211700439453125	0.9468002319335938	0.2774996757507324	1.41571044921875	0.266998291015625	0.081695556640625	35.67610168457031	0.76190185546875	2.8473968505859375	1.4056968688964844	0.0	7.0	18.0	2.0	73.87646484375	66.70751953125	0.024899959564208984	2.5148000717163086	0.43400001525878906	0.5221996307373047	1.2207002639770508	1.2322006225585938	2.8371009826660156	2.687397003173828	2.7632007598876953	2.7815017700195312	0.4909992218017578	0.5892009735107422	1.73699951171875	1.6944999694824219	3.0288009643554688	2.822601318359375	1.3072967529296875	1.3357009887695312	0.3912982940673828	0.5560989379882812	3.0	251.2099609375	192.0439453125	0.0
2.9258995056152344	0.02969980239868164	2.4923019409179688	0.9960002899169922	3.4076995849609375	3.0582008361816406	2.632701873779297	12.302902221679688	34.39879608154297	246.96690368652344	0.00679779052734375	12.55230712890625	0.6858997344970703	0.31819963455200195	8.243301391601562	3.588409423828125	18.12750244140625	45.287506103515625	32.485076904296875	2.559600830078125	2.9258995056152344	0.0	0.0	44.0	20.0	116.78466796875	2.48486328125	0.02969980239868164	2.243499994277954	0.5651998519897461	0.8590993881225586	1.1437997817993164	1.185500144958496	2.4601001739501953	2.423198699951172	1.2350997924804688	1.8506011962890625	0.5853996276855469	0.8451995849609375	1.508500099182129	1.5398998260498047	2.9095001220703125	3.14019775390625	0.2144012451171875	0.5599021911621094	1.27349853515625	1.2323989868164062	3.0	75.98046875	176.9775390625	0.0
0.5395011901855469	0.0625	17.437698364257812	0.3194999694824219	7.442401885986328	0.5688018798828125	1.9401016235351562	0.6753005981445312	32.524696350097656	303.23272705078125	6.475494384765625	8.573394775390625	0.5097007751464844	0.12439966201782227	3.6204071044921875	2.5059051513671875	7.415702819824219	31.214500427246094	14.092498779296875	4.0139007568359375	0.5395011901855469	0.0	4.0	25.0	36.0	0.6474609375	38.92919921875	0.0625	3.3282999992370605	0.47679996490478516	0.5635995864868164	1.2474002838134766	1.303299903869629	3.832500457763672	3.3174972534179688	2.7284011840820312	2.8592987060546875	0.5102996826171875	0.5972995758056641	2.276700019836426	2.2375993728637695	5.256198883056641	4.536399841308594	0.7402992248535156	0.9057998657226562	0.16839981079101562	0.21759986877441406	3.0	194.4169921875	8.36328125	0.0
0.3133983612060547	0.0062999725341796875	3.5517005920410156	0.49720001220703125	0.22349977493286133	0.3464984893798828	0.7737998962402344	0.3621063232421875	35.914398193359375	21.940505981445312	12.721908569335938	14.44940185546875	0.029799938201904297	0.7240999937057495	5.918304443359375	14.918201446533203	23.14849853515625	15.674095153808594	1.6475830078125	3.2425994873046875	0.3134002685546875	9.0	3.0	27.0	34.0	95.40673828125	49.01318359375	0.0062999725341796875	0.5078999996185303	0.000800013542175293	0.16350007057189941	0.12230002880096436	0.225600004196167	0.20210003852844238	0.4215998649597168	0.13649988174438477	0.33949995040893555	0.02030014991760254	0.11540031433105469	0.013599991798400879	0.027899980545043945	0.29780006408691406	0.3941001892089844	0.09400033950805664	0.20800018310546875	0.23620033264160156	0.11950111389160156	0.0	46.23828125	82.5859375	0.0
0.08409881591796875	0.10409998893737793	0.5652008056640625	0.4000997543334961	0.3302001953125	0.000499725341796875	0.1733999252319336	10.156700134277344	18.722305297851562	325.5600891113281	7.999298095703125	17.281097412109375	0.3400998115539551	0.21919989585876465	13.618904113769531	23.57140350341797	59.12840270996094	36.04509735107422	20.520599365234375	1.61199951171875	0.08410072326660156	2.0	5.0	4.0	62.0	190.1611328125	108.9560546875	0.10409998893737793	1.0397000312805176	0.16630005836486816	0.1799001693725586	0.14339995384216309	0.03470039367675781	0.497499942779541	0.20860052108764648	0.4100000858306885	0.4314999580383301	0.15250015258789062	0.17170000076293945	0.05470001697540283	0.455700159072876	0.8031001091003418	0.6869001388549805	0.439300537109375	0.45749950408935547	0.118499755859375	0.0030994415283203125	0.0	267.6767578125	295.7958984375	0.0
