#Frame     RMS_M1_NMR RMS_H9M1_NMR   RMS_M2_NMR RMS_H9M2_NMR RMS_Heavy_NMR RMS_Backbone_NMR RMS_Dimer_Int_NMR RMS_Key_Int_NMR  RMS_M1_XTAL RMS_H9M1_XTAL  RMS_M2_XTAL RMS_H9M2_XTAL RMS_Heavy_XTAL RMS_Backbone_XTAL RMS_Dimer_Int_XTAL RMS_Key_Int_XTAL   RMS_M1_HEX RMS_H9M1_HEX   RMS_M2_HEX RMS_H9M2_HEX RMS_Heavy_HEX RMS_Backbone_HEX RMS_Dimer_Int_HEX RMS_Key_Int_HEX  RMS_M1_PENT RMS_H9M1_PENT  RMS_M2_PENT RMS_H9M2_PENT RMS_Heavy_PENT RMS_Backbone_PENT RMS_Dimer_Int_PENT RMS_Key_Int_PENT     c2_angle helix_angle_3pt   o_angle_m1   o_angle_m2          RoG      RoG-cut   Total_SASA Num_Inter_Contacts[native] Num_Inter_Contacts[nonnative] Num_Intra_Contacts[native] Num_Intra_Contacts[nonnative] M1-E175-Oe_M2-W184-He1 M2-E175-Oe_M1-W184-He1 M1-E175-Oe_M1-T148-HG1 M2-E175-Oe_M2-T148-HG1    M1-M2-COM    M1-M2-L46       phi:32       psi:32      chi1:32      chi2:32      chi3:32      phi:120      psi:120     chi1:120     chi2:120     chi3:120
       1       3.8540       3.1565       5.0353       4.2628        2.1922           1.7309            1.9182          1.1155      10.8285        6.9646      11.7453        7.7452         4.9892            4.8859             3.6682           2.2888       4.6305       2.7040       8.4012       5.8215        3.0445           2.5166            2.3027          1.5405       6.9775        3.3409       6.6343        4.9012         3.0077            2.4877             1.6678           1.1518      63.8889        110.0476      42.6960      42.4526      19.1190      17.0840   12273.1941                         42                           190                       5069                          1395                 3.5232                 4.4848                 2.2293                 2.4185      24.8526      14.8762     -60.0357     134.6648     173.1863      61.5344    -143.3476     -69.0830     160.2819     178.8090      57.6289      95.7427
       2       3.7635       3.0943       4.7393       3.5999        2.1531           1.6406            1.7659          0.7103      10.8298        7.0305      11.5400        7.0017         4.9745            4.8928             3.5045           2.3979       4.8022       2.9424       7.9962       4.8227        2.9241           2.4364            1.9352          0.8921       7.5673        4.2927       6.7555        5.3570         3.0284            2.6365             1.6265           0.7373      61.5949        111.3145      39.5227      36.7047      19.6344      17.1266   12255.9156                         50                           177                       4935                          1523                 5.5317                 5.4052                 3.1447                 1.9735      25.0192      14.3440     -75.0815     165.9530    -169.2080      49.9440      76.7429     -97.5229     147.1388     -77.8072     -59.5178     133.2184
       3       4.2135       3.5151       5.9417       4.7503        2.4400           1.9558            2.0316          1.3275      10.7795        7.0119      12.1499        7.5614         4.9165            4.8765             3.4861           2.2182       5.3574       3.0371       9.2451       6.0158        3.1758           2.7502            2.2384          1.7034       8.0519        4.2969       7.5385        6.2480         3.2916            2.8432             1.9728           1.3575      58.3258        110.0951      42.8740      38.2147      19.3235      17.0245   12159.1194                         42                           198                       4892                          1523                 6.4733                 5.4131                 8.2921                 2.1852      24.7619      14.8005     -88.4020    -161.5663     -32.3651     -73.1586     123.7436     -79.0404     156.2263     -64.2511     -55.2339     150.3685
       4       4.3519       3.6384       6.5243       4.4496        2.5737           2.1659            1.8964          1.2039      11.1458        7.1361      12.7854        7.4923         5.1867            5.2136             3.4569           2.2054       5.1472       2.9517       9.7841       5.7859        3.2806           2.9234            2.1908          1.6209       7.2430        3.9683       8.0087        5.8596         3.2620            2.7862             1.7000           1.2222      60.3589        112.6342      43.4537      37.6961      19.4307      17.1457   12570.0004                         58                           185                       4874                          1408                 5.5966                 4.5749                 7.0235                 1.9302      24.7423      14.3958     -86.1394    -179.5306     -51.9578     -68.3329     152.4521     -72.8061     160.7353     -76.5059     -58.9206     -39.3991
       5       3.8912       3.2354       5.6937       4.1531        2.4542           2.0470            1.9157          0.8656      10.7478        7.0835      12.1812        7.3266         5.1046            5.1477             3.7951           2.8468       4.7609       2.7418       9.0027       5.5379        3.1396           2.7563            2.2762          0.9779       7.2537        3.4824       7.1644        5.2373         3.1504            2.6325             1.7569           0.4959      62.8393        115.2855      45.2863      38.4200      19.2070      17.0212   12366.6679                         47                           150                       4985                          1476                 5.8291                 5.5966                 6.7933                 2.2610      24.6637      14.6549     -71.9746     157.4497     -87.7245     -42.7743     -82.6894     -61.3809     141.0108     -61.2435     -70.7418     139.5449
       6       4.4943       3.2892       6.5999       4.6593        2.7508           2.2768            2.1297          1.0469      10.9167        7.2022      12.6148        7.7186         5.1825            5.0904             3.8693           2.4884       5.8208       3.4925       9.9853       6.0520        3.5403           3.1394            2.4036          1.4121       8.0492        4.5186       7.4509        5.0222         3.3487            2.8390             1.7324           0.9006      64.6589        116.6799      45.7366      38.8123      19.0815      16.9060   12078.0310                         40                           216                       4875                          1561                 3.7523                 5.4127                 6.7802                 1.7711      24.1259      14.8396     -63.7776     165.3013     174.3448      58.8198     -46.4651     -88.1072     160.4408     -81.9737     -61.8975     144.4782
       7       3.7897       3.4013       4.1242       3.8904        2.2587           1.7664            1.8990          1.0714      10.0138        6.6669      10.3793        6.8964         4.5394            4.4988             3.4758           2.4501       3.9506       2.4550       7.1134       5.0905        2.7455           2.3135            2.1725          1.4582       7.6769        3.5520       7.1070        5.5990         3.4897            3.0747             1.9250           1.1076      60.0608        104.3059      40.5316      37.6681      19.7795      17.0643   12553.0939                         53                           201                       4866                          1446                 2.8705                 5.0594                 8.9283                 1.7620      24.3752      14.6681     -93.7463     165.8475     177.6125      57.5954     -47.6310     -65.2487     160.4261     -70.4461     -58.5486     156.6075
       8       3.4536       3.4897       5.4323       4.6012        2.5115           1.9695            1.7922          1.0699       9.6003        6.6007      11.2634        7.4334         4.6236            4.5693             3.3852           2.2472       3.9101       2.6707       8.4170       5.8679        3.0282           2.5572            2.1841          1.4183       8.1902        3.5773       8.1383        5.8494         3.7124            3.3011             1.6823           1.0741      58.4687        110.7485      43.7234      38.0233      19.9130      17.0655   12518.7905                         52                           196                       4856                          1440                 4.8378                 6.4359                 6.6779                 2.0944      24.3634      14.4395     -64.0530     137.9378    -159.8137      67.7668     -53.4068     -76.6233     149.0800     -74.0135     -52.1951     -35.6581
       9       2.8560       2.4059       4.9590       4.1612        2.3636           1.8018            1.9260          0.8797       8.3998        6.2163      10.7967        7.2337         4.4090            4.2185             3.7179           2.8078       3.9941       2.5772       8.0852       5.4581        2.9208           2.4447            2.1820          0.9323       9.1994        3.7811       7.5455        5.1000         3.5888            3.1949             1.5158           0.5367      53.4298        113.1619      42.8692      37.1978      19.7794      16.8451   11892.6214                         49                           161                       4834                          1546                 4.3521                 6.1492                 4.7251                 2.2017      23.9865      15.0256     -67.2843     157.6740    -163.3030      45.9119     -55.9123     -66.0328     135.4475     -58.1845     -68.0602     -31.9573
      10       3.4489       2.8273       4.7866       4.0139        2.3688           1.8228            1.9379          0.8992       9.8404        6.4598      11.0796        7.1818         4.7128            4.5719             3.6485           2.5909       4.2001       2.7109       8.0063       5.3459        2.9928           2.5704            2.1324          1.0688       7.2649        3.1435       6.5153        4.6732         3.1102            2.6082             1.4768           0.7783      56.4012        110.2991      41.5900      38.6826      19.0912      16.7605   11856.4526                         44                           162                       4844                          1541                 4.9593                 6.5428                 5.3410                 2.0116      23.9014      14.1973     -75.7785     162.9279    -170.9740      75.5071     -41.1476     -76.5748     155.4055     -47.2408     -57.2776     -21.1499
